Date Created,Duration,Date Digitized,Physical Format,Episode Number,Program Title,Series Title
10/11/2000,0:30:00,,Betacam SP,,"Milwaukee Public Schools, Clark St. School, part 2: Milwaukee, WI [2000/10/11]",
10/2/2001,0:30:00,,Betacam SP,,"Supermax Prison tour, part 1: Boscobel, WI [2001/10/02]",
10/2/2001,0:30:00,,Betacam SP,,"Supermax Prison tour, part 2: Boscobel, WI [2001/10/02]",
10/2/2001,0:30:00,,Betacam SP,,"Supermax Prison tour, part 3: Boscobel, WI [2001/10/02]",
10/2/2001,0:30:00,,Betacam SP,,"Supermax Prison tour, part 4: Boscobel, WI [2001/10/02]",
3/6/2001,0:30:00,,Betacam SP,,"Stanley prison completed, part 1: Stanley, WI [2001/03/06]",
3/6/2001,0:30:00,,Betacam SP,,"Stanley prison completed, part 2: Stanley, WI [2001/03/06]",
n.d.,0:30:00,,Betacam SP,,"New Lambeau Field renderings: Green Bay, WI",
12/7/1994,0:30:00,,Betacam SP,,Forest roads: Veneer Mill [1994/12/07],
1/18/2000,0:18:03,2/22/2016,Betacam SP,,"Lambeau exteriors, no. 1 [2000/01/18]",
n.d.,0:30:00,,,,,
11/5/2002,0:30:00,,Betacam SP,,"McCallum Election Night [2002], part 1: Madison, WI [2002/11/05]",
11/5/2002,0:30:00,,Betacam SP,,"McCallum Election Night [2002], part 2: Madison, WI [2002/11/05]",
11/5/2002,0:30:00,,Betacam SP,,"Jim Doyle victory party: Middleton, WI [2002/11/05]",
2002-06,0:30:00,,Betacam SP,,"McCallum Campaign [2002]: Milwaukee, WI [2002/06]",
2002-06,0:30:00,,Betacam SP,,"McCallum Campaign [2002]: Milwaukee, WI [2002/06]",
2002-06,0:30:00,,Betacam SP,,"McCallum Campaign [2002]: Hartland, WI [2002/06]",
2002-06,0:30:00,,Betacam SP,,"McCallum Campaign [2002]: Hartland, WI [2002/06]",
9/11/2001,0:30:00,,Betacam SP,,"Nine Eleven: Madison, WI [2001/09/11]",
12/12/2001,0:30:00,,Betacam SP,,"Blood banking: Glenview, IL [2001/12/12]",
12/12/2001,0:30:00,,Betacam SP,,"Blood banking: Glenview, IL [2001/12/12]",
12/13/2001,0:30:00,,Betacam SP,,"Blood banking: Madison, WI [2001/12/13]",
2000,0:30:00,,Betacam SP,,"George W. Bush at Legion Convention: Milwaukee, WI [2000]",
3/30/2000,0:30:00,,Betacam SP,,"George W. Bush at Fritsche Middle School, part 1: Milwaukee, WI [2000/03/30]",
3/30/2000,0:30:00,,Betacam SP,,"George W. Bush at Fritsche Middle School, part 2: Milwaukee, WI [2000/03/30]",
3/30/2000,0:30:00,,Betacam SP,,"George W. Bush at Fritsche Middle School, part 3: Milwaukee, WI [2000/03/30]",
11/15/2000,0:30:00,,Betacam SP,,"Perrier test wells: Big Springs, WI [2000/11/15]",
1/6/1999,0:30:00,,Betacam SP,,Tammy Baldwin and Paul Ryan sworn in: Washington DC [1999/01/06],
2001,0:30:00,,Betacam SP,,"Fox River dredging: Green Bay, WI [2001]",
4/24/2002,0:30:00,,Betacam SP,,"Arrowhead Weston Corridor, part 1: Wausau, WI /Marathon County, WI [2002/04/24]",
4/24/2002,0:30:00,,Betacam SP,,"Arrowhead Weston Corridor, part 2: Wausau, WI /Marathon County, WI [2002/04/24]",
7/6/2002,0:30:00,,Betacam SP,,"Stanley prison near completion: Stanley, WI [2002/07/06]",
12/5/2001,0:30:00,,Betacam SP,,"Kenosha streetcars: Kenosha, WI [2001/12/05]",
10/11/2000,0:30:00,,Betacam SP,,"Milwaukee Public Schools, Clark St. School, part 1: Milwaukee, WI, Clarke St. School [2000/10/11]",
10/11/2000,0:30:00,,Betacam SP,,"Milwaukee School choice: Milwaukee, WI, Sherman Park Lutheran [2000/10/11]",
3/14/2002,0:30:00,,Betacam SP,,"Chronic Wasting disease: Dodgeville, WI [2002/03/14]",
ca. 1950,0:30:00,,Betacam SP,,Korean war file: Korea [ca. 1950],
9/12/2002,0:30:00,,Betacam SP,,"Jim Doyle and Lawton win primaries: Madison, WI [2002/09/12]",
3/5/1997,0:30:00,,Betacam SP,,"Prison jobs: Waupun, WI [1997/03/05]",
5/15/1997,0:30:00,,Betacam SP,,"Electric Utility: Miscellaneous, Point Beach, WI / Kewaunee, WI / Whitewater, WI [1997/05/15]",
5/21/1997,0:30:00,,Betacam SP,,"Green Bay marshes: Green Bay, WI [1997/05/21]",
5/21/1997,0:30:00,,Betacam SP,,"Green Bay pollution: Green Bay, WI [1997/05/21]",
5/22/1997,0:30:00,,Betacam SP,,"Fox River fishing and paper mills: DePere, WI and other locations on Fox River [1997/05/22]",
5/22/1997,0:30:00,,Betacam SP,,"Fox River paper mills: Kimberly, WI and other Fox River Locations [1997/05/22]",
4/17/1997,0:30:00,,Betacam SP,,"Transporation [miscellaneous]: Madison, WI [1997/04/17]",
4/5/1997,0:30:00,,Betacam SP,,"State tax revenue file [miscellaneous]: Madison, WI [1997/04/05]",
12/12/1996,0:30:00,,Betacam SP,,"Juvenile correctional facility: Racine, WI [1996/12/12]",
6/11/1997,0:30:00,,Betacam SP,,"Milwaukee recycling: Milwaukee, WI [1997/06/11]",
6/12/1997,0:30:00,,Betacam SP,,"Dane County landfill: Dane County, WI, Yahara Hills Landfill [1997/06/12]",
11/10/1995,0:30:00,,Betacam SP,,"School pairing: Madison, WI [1995/11/10]",
2/6/1996,0:30:00,,Betacam SP,,"Commuter Rail [METRA]: Chicago, IL [1996/02/06]",
4/16/1997,0:30:00,,Betacam SP,,"Milwaukee freeway reconstruction: Milwaukee, WI [1997/04/16]",
n.d.,0:30:00,,Betacam SP,,Tape recorder background B-Roll,
12/16/1993,0:30:00,,3/4 inch videotape,,Les Aspin resigns as Defense Secretary [1993/12/16],
1/28/1992,0:30:00,,3/4 inch videotape,,George Bush State of the Union [1992]: Washington DC [1992/01/28],
1992-04,0:20:00,,3/4 inch videotape,,"Buchanan, Bush Campaign in Milwaukee: Milwaukee, WI [1992/04]",
4/28/1989,0:30:00,,3/4 inch videotape,,Iran Contra hearings: Washington DC [1989/04/28],
11/9/1983,0:30:00,,3/4 inch videotape,,"Kidney transplant: Madison, WI, UW Hospital",
1/9/1984,0:30:00,,3/4 inch videotape,,"Kidney transplant: Madison, WI, UW Hospital",
10/9/2002,0:30:00,,Betacam SP,,Russ Feingold on Iraq: Washington DC [2002/10/09],
2001,0:30:00,,Betacam SP,,Political ads [2000],
4/16/1997,0:30:00,,Betacam SP,,"Highways: Lake Geneva, WI / Milwaukeee, WI [1997/04/16]",
3/5/1997,0:30:00,,Betacam SP,,"Prison jobs: Waupun, WI [1997/03/05]",
3/27/1997,0:30:00,,Betacam SP,,"Crandon mine: Crandon, WI [1997/03/27]",
11/2/1994,0:30:00,,Betacam SP,,"Chvala for Governor Campaign [1994]: Kenosha, WI [1994/11/02]",
5/3/1995,0:30:00,,Betacam SP,,"Rock quarry: Waukesha, WI [1995/05/03]",
1991,0:30:00,,Betacam SP,,Anita Hill: Washington DC,
11/3/1994,0:30:00,12/19/2013,Betacam SP,,"Tommy Thompson campaign [1994]: Fond du Lac, WI [1994/11/03]",
11/8/1994,0:30:00,12/17/2013,Betacam SP,,"Election night [1994]: Madison, WI [1994/11/08]",
11/8/1994,0:30:00,,Betacam SP,,"Election night [1994]: Madison, WI [1994/11/08]",
11/6/1990,0:13:59,,Betacam SP,,"Governor Thompson's victory party 1990: Madison, WI [1990/11/06]",
4/14/1993,0:21:18,,Betacam SP,,"Milwaukee water works: Milwaukee, WI [1993/04/14]",
2/4/1994,0:18:50,,Betacam SP,,"BGH injected on first day of legal use: Arena, WI [1994/02/04]",
12/10/1996,0:31:01,,Betacam SP,,"Prairie du Chien juvenile corrections facility: Prairie du Chein, WI",
3/17/1996,0:30:00,,Betacam SP,,"Detroit General Motors plant: Detroit, MI / Pontiac, MI [1996/03/17]",
6/14/1994,0:23:50,,Betacam SP,,"Brenner tank welding: Fond du Lac, WI [1994/06/14]",
5/26/1995,0:30:00,,Betacam SP,,"Les Aspin funeral, part 1: Milwaukee, WI [1995/05/26]",
5/26/1995,0:30:00,,Betacam SP,,"Les Aspin funeral, part 2: Milwaukee, WI [1995/05/26]",
n.d.,0:04:10,12/19/2013,Betacam SP,,Les Aspin events,
4/21/1996,0:28:42,12/2/2013,Betacam SP,,"GM Janesville, stock footage 1: Janesville, WI [1996/04/02]",
4/21/1996,0:30:00,12/2/2013,Betacam SP,,"GM Janesville, stock footage 2: Janesville, WI [1996/04/02]",
5/23/1996,0:30:09,,Betacam SP,,"Bill Clinton / Herb Kohl rally in Milwaukee, part 1: Milwaukee, WI [1996/05/23]",
5/23/1996,0:30:00,,Betacam SP,,"Bill Clinton / Herb Kohl rally in Milwaukee, part 2: Milwaukee, WI [1996/05/23]",
5/23/1996,0:30:00,,Betacam SP,,"Bill Clinton / Herb Kohl press conference, part 1: Milwaukee, WI, City Hall [1996/05/23]",
5/22/1996,0:30:00,,Betacam SP,,"Bill Clinton / Herb Kohl arrive at airport: Milwaukee, WI, Mitchell Field [1996/05/22]",
9/2/1996,0:30:55,,Betacam SP,,"Bill Clinton Labor Day speech, part 1: DePere, WI [1996/09/02]",
9/3/1996,0:30:00,,Betacam SP,,"Bill Clinton Labor Day rally, part 2: DePere, WI [1996/09/02]",
5/23/1996,0:30:54,,Betacam SP,,"Bill Clinton / Herb Kohl press conference, part 2: Milwaukee, WI, City Council Chambers [1996/05/23]",
9/3/1996,0:30:57,,Betacam SP,,"Bill Clinton speech in DePere: DePere, WI [1996/09/03]",
11/8/1994,0:30:00,,Betacam SP,,"Voting in 1994 election: Madison, WI [1994/11/08]",
1993,0:30:00,,Betacam SP,,"Death penalty hearing: Madison, WI [1993]",
n.d.,,,,,Kohler Company strike,
ca. 1960,0:30:00,,Betacam SP,,John F. Kennedy file film: Unknown [ca. 1960],
1/10/1995,0:30:00,,Betacam SP,,"SAVE Commission Report released: Madison, WI, Governor's Conference Room [1995/01/10]",
7/22/1994,0:30:00,,Betacam SP,,"Stan Van Gundy hired as Basketball coach: Madison, WI [1994/07/22]",
1983-08,0:30:00,,Betacam SP,,"Korean Air Lines flight 007 shootdown activity at UN: United Nations, NY [1983/08]",
1995,0:23:27,12/23/2013,Betacam SP,,"Chippewa spearing: Turtle Flambeau Flowage, WI [1995]",
1995,0:30:00,,Betacam SP,,Minocqua and Boulder Junction scenics: Northern Wisconsin [1995],
1995,0:30:00,,Betacam SP,,"Dean Crist interview: Minocqua, WI [1995]",
2/25/1994,0:30:00,,Betacam SP,,"Brewers unveil new stadium design: Milwaukee, WI, Milwaukee County Stadium [1994/02/25]",
9/7/1993,0:05:00,,Betacam SP,,"Reinventing government-Gore and Forklift: Washington DC, The White House",
8/3/1996,0:30:55,,Betacam SP,,Stealth bomber [B-2],
9/4/1996,0:30:58,,Betacam SP,,"Bob Dole rally at Madison, Dane County airport: Madison, WI, Four Lakes Aviation [1996/09/04]",
9/4/1997,0:30:53,,Betacam SP,,"Bob Dole rally at Madison, Dane County airport: Madison, WI, Four Lakes Aviation [1997/09/04]",
8/31/1995,0:30:56,,Betacam SP,,"Milwaukee Public Elementary School: Milwaukee, WI, Palmer Elementary School [1995/08/31]",
8/31/1995,0:30:56,,Betacam SP,,"Milwaukee Public Elementary School: Milwaukee, WI, Palmer Elementary School [1995/08/31]",
10/9/1996,1:33:07,,Betacam SP,,Bill Clinton-Dole 1996 first Presidential debate [1996/10/09],
10/16/1996,1:30:00,,Betacam SP,,Bill Clinton / Dole debate [1996/10/16],
n.d.,0:30:00,,Betacam SP,,"Indian spearing: Lac du Flambeau, WI [n.d.]",
4/17/1990,0:12:17,12/23/2013,Betacam SP,,Spearing protests: Northern Wisconsin [1990/04/17],
5/21/1996,0:30:00,,Betacam SP,,"Bob Dole welfare reform speech: Fond du Lac, WI [1996/05/21]",
1/1/1982,0:30:00,,Betacam SP,,Patco air traffic controllers strike: New Jersey [1982],
1/1/1996,0:30:00,,Betacam SP,,"GM Delphi strike: Dayton, OH [1996]",
11/30/1994,0:30:57,,Betacam SP,,"Computers at Department of Administration: Madison, WI [1994/11/30]",
9/28/1993,0:30:00,,Betacam SP,,"In Vitro fertilization: Appleton, WI [1993/09/28]",
n.d.,0:30:56,,Betacam SP,,"Amtrack train of the future: Milwaukee, WI / Columbus, WI",
8/23/1993,0:30:52,,Betacam SP,,"Rotational grazing: Lafayette County, WI [1993/08/23]",
1/1/1976,0:11:48,10/29/2013,Betacam SP,,"Madison teacher strike: Madison, WI [1976]",
10/29/1993,0:30:56,,Betacam SP,,"Madison teacher picketing: Madison, WI [1993/10/29]",
1/1/1993,0:30:58,,Betacam SP,,"Flood of 1993: Black River Falls, WI and other locations [1993]",
2/12/1996,0:30:59,,Betacam SP,,"Petak recall petitions filed: Madison, WI, State Elections Board [1996/02/12]",
2/2/1994,0:30:00,,Betacam SP,,"Milk truck in winter: Dodgeville, WI [1994/02/02]",
11/28/1995,0:30:58,,Betacam SP,,"DPI before Supreme Court, part 1: Madison, WI [1995/11/28]",
11/28/1995,0:30:59,,Betacam SP,,"DPI before Supreme Court, part 2: Madison, WI [1995/11/28]",
11/28/1995,0:30:55,,Betacam SP,,"DPI before Supreme Court, part 3: Madison, WI [1995/11/28]",
9/5/1995,0:30:54,,Betacam SP,,"Sex Predator law, State Supreme Court: Madison, WI [1995/09/05]",
7/6/1995,0:30:00,,Betacam SP,,"Lottery ticket sales in grocery store: Madison, WI, Hilldale Mall [1995/07/06]",
11/17/1994,0:30:00,,Betacam SP,,"Brent Moss in court: Dane County, WI, Dane County Circuit Court [1994/11/17]",
4/18/1990,0:19:00,12/23/2013,Betacam SP,,"Spearing protests: Crescent Lake, WI [1990/04/18]",
5/10/1994,0:30:53,,Betacam SP,,"Wind energy 1: Marshall, Minnesota [1994/05/10]",
5/11/1997,0:30:58,,Betacam SP,,"Wind energy 2: Lake Benton , MN [1997/05/11]",
1992,0:30:00,,Betacam SP,,"Tommy Thompson at 1992 GOP Convention, Houston, TX: Houston, TX [1992]",
4/18/1994,0:30:00,,Betacam SP,,"Bill Clinton Health Care speech--Milwaukee, part 1: Milwaukee, WI, Italian Community Center [1994/04/18]",
4/18/1994,0:30:00,,Betacam SP,,"Bill Clinton Health Care speech--Milwaukee, part 2: Milwaukee, WI [1994/04/18]",
10/30/1995,0:30:56,12/18/2013,Betacam SP,,"Hardwood Range---Air Guard F-16s: Necedah, WI [1995/10/30]",
2/6/1996,0:30:54,,Betacam SP,,"Metra Commuter Rail: Harvard, IL [1996/02/06]",
2/27/1996,0:30:56,,Betacam SP,,"School Choice before Supreme Court, part 1: Madison, WI [1996/02/27]",
2/27/1996,0:30:59,,Betacam SP,,"School Choice before Supreme Court, part 2: Madison, WI [1996/02/27]",
2/27/1996,0:30:55,,Betacam SP,,"School Choice before Supreme Court, part 3: Madison, WI [1996/02/27]",
n.d.,0:30:00,,3/4 inch videotape,,Gore Speech,
10/27/1986,0:30:00,,3/4 inch videotape,,Scenic footage of Superior Harbor,
n.d.,0:30:00,,3/4 inch videotape,,"Hackett Ag: Virgil Thompson: Plow That Broke, The River",
4/24/1987,0:30:00,,3/4 inch videotape,,"Governor Thompson Press Conference: Frankfurt, Germany",
n.d.,0:30:00,,3/4 inch videotape,,Government series: Crier Room tape 133,
8/30/2001,0:30:00,,VHS,,Up North - Lady Yakkers D1 and D2,
8/30/2001,0:30:00,,VHS,,Up North - Lady Yakkers D3 and D4,
8/30/2001,0:30:00,,VHS,,Up North - Lady Yakkers D5 and D6,
8/30/2001,0:30:00,,VHS,,Up North - Lady Yakkers 1A and 2A,
6/12/2001,0:30:00,,VHS,,"Up North - Wild places, part 7 John reads",
6/15/2001,0:30:00,,VHS,,"Up North - Wild places, part 18-19",
1/6/2001,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, part 2",
1/6/2001,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, part 3",
1/6/2001,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, part 4",
1/7/2001,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, part 5",
1/7/2001,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, part 6",
1999-01-04?,0:30:00,,Betacam SP,,What Welfare Reform did for me 6 - Four-minute shoot,
1/4/1999,0:30:00,,Betacam SP,,What Welfare Reform did for me 7,
1/4/1998,0:30:00,,Betacam SP,,What Welfare Reform did for me 8,
1/4/1998,0:30:00,,Betacam SP,,What Welfare Reform did for me 9,
1/4/1998,0:30:00,,Betacam SP,,What Welfare Reform did for me 10,
1/4/1998,0:30:00,,Betacam SP,,What Welfare Reform did for me 11,
3/31/1999,0:30:00,,Betacam SP,,What Welfare Reform did for me 13,
3/31/1999,0:30:00,,Betacam SP,,What Welfare Reform did for me 14,
3/31/1999,0:30:00,,Betacam SP,,What Welfare Reform did for me 15,
3/31/1999,0:30:00,,Betacam SP,,What Welfare Reform did for me 16,
1998-09-29/1998-09-30,0:30:00,,VHS,,"100 Quilts - Lansing MI, part 5-6",
9/29/1998,0:30:00,,VHS,,"100 Quilts - Lansing MI, part 3-4",
2/18/2011,0:30:00,,Betacam SP,,Copystand shoot SHS,
n.d.,0:30:00,,Betacam SP,,"Stoughton, no. 2",
n.d.,0:30:00,,Betacam SP,,"Stoughton, no. 1",
12/16/1998,0:30:00,,VHS,,American quilts: Oshkosh,
12/16/1998,0:30:00,,VHS,,American quilts: Oshkosh,
12/16/1998,0:30:00,,VHS,,American quilts: Oshkosh,
10/30/1998,0:30:00,,Betacam SP,,"100 Quilts - Houston, part 11",
10/30/1998,0:30:00,,Betacam SP,,"100 Quilts - Houston, part 13",
1954?,0:30:00,,3/4 inch videotape,,Dedication Tape 1,
1984?,0:30:00,,3/4 inch videotape,,Movietone news 23 - Weston intro/Monroe,
1984?,0:30:00,,3/4 inch videotape,,Movietone news 24 - Marilyn 1st commercial,
1984?,0:30:00,,3/4 inch videotape,,Movietone news 25 - Monroe screen test,
n.d.,0:30:00,,3/4 inch videotape,,tape 2-Tom Dedication,
6/14/2001,0:30:00,,VHS,,"Up North - Wild places, part 16-17 [part 2]",
2001-06,0:30:00,,VHS,,"Up North - Wild places, part 19-20",
6/12/2001,0:30:00,,VHS,,"Up North - Wild places, part 8 John Int. wp",
6/12/2001,0:30:00,,VHS,,"Up North - Wild places, part 10-12",
2/16/1987,0:30:00,,3/4 inch videotape,,"Tourism around the State: American, Superior Entry",
8/12/1986,0:30:00,,3/4 inch videotape,,On Wisconsin c60,
n.d.,0:30:00,,Betacam SP,,Singing myself a lullaby - B40,
n.d.,0:30:00,,Betacam SP,,Singing myself a lullaby - B39,
n.d.,0:30:00,,Betacam SP,,Singing myself a lullaby - B38,
n.d.,0:30:00,,Betacam SP,,Singing myself a lullaby - Ellen and Doug ID5,
n.d.,0:30:00,,Betacam SP,,Singing myself a lullaby - LA tape 12,
n.d.,0:30:00,,Betacam SP,,Singing myself a lullaby - LA tape 13,
n.d.,0:30:00,,Betacam SP,,Singing myself a lullaby - LA tape 14,
n.d.,0:30:00,,Betacam SP,,Singing myself a lullaby - SF tape 1,
n.d.,0:30:00,,3/4 inch videotape,,"Government series: School board hearing, tape 14",
n.d.,0:30:00,,3/4 inch videotape,,Government series: CAVE Tape 66,
n.d.,0:30:00,,VHS,,American quilts,
n.d.,0:30:00,,VHS,,America quilts [home video],
10/30/1999,0:30:00,,VHS,,"Quilts '99 - Houston, field tape 13",
7/28/1997,0:30:00,,D3,,More quilts of Wisconsin,
n.d.,0:30:00,,VHS,,American quilts [home video],
n.d.,0:30:00,,VHS,,American quilts [home video],
10/20/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 4?",
10/20/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 2?",
6/1/2000,0:30:00,,VHS,,"100 Quilts - Nebraska/Kansas, tape 7",
6/1/2000,0:30:00,,VHS,,"100 Quilts - Nebraska/Kansas, tape 9",
8/22/2000,0:30:00,,VHS,,"100 Quilts - Ohio, part 2",
10/26/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 1?",
8/22/2000,0:30:00,,Betacam SP,,"100 Quilts - Ohio, part 1",
8/22/2000,0:30:00,,Betacam SP,,"100 Quilts - Ohio, part 2",
8/22/2000,0:30:00,,Betacam SP,,"100 Quilts - Ohio, part 3",
6/1/2000,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, tape 2",
6/1/2000,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, tape 3",
6/1/2000,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, tape 5",
6/1/2000,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, tape 6",
6/1/2000,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, tape 8",
6/1/2000,0:30:00,,Betacam SP,,"100 Quilts - Nebraska/Kansas, tape 9",
6/1/2000,0:30:00,,Betacam SP,,100 Quilts - UNL Tape 7,
6/1/2000,0:30:00,,Betacam SP,,100 Quilts - Lincoln AIDS quilt display tape 4,
10/20/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 1",
10/20/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 2",
10/20/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 3",
10/20/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 4",
10/20/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 5",
10/21/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 6",
10/21/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 7",
10/21/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 8",
10/21/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 9",
10/22/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 10",
10/22/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 11",
10/22/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 12",
10/22/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 13",
10/22/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 14",
10/22/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 15",
10/22/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 16",
10/23/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 17",
10/23/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 18",
10/23/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 19",
10/23/1999,0:30:00,,Betacam SP,,"Quilts '99 - Houston, part 20",
2/1/2000,0:30:00,,Betacam SP,,"Quilts 2000 - Quilts shoot, part 1 [camera 9]",
10/21/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 8",
10/21/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 9",
10/22/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 10",
10/22/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 11",
10/22/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 12",
10/22/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 13",
10/22/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 14",
10/22/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 15",
10/22/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 16",
10/23/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 17",
10/23/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 18",
10/23/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 19",
10/23/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 20",
10/20/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 3?",
10/20/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 5?",
10/21/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 6?",
10/21/1999,0:30:00,,VHS,,"Quilts '99 - Houston, part 7?",
8/22/2000,0:30:00,,VHS,,"100 Quilts - Ohio, part 1",
5/1/2000,0:30:00,,VHS,,"100 Quilts - St. Louis, reel 3 of 4",
5/1/2000,0:30:00,,VHS,,"100 Quilts - St. Louis, reel 4 of 4",
6/1/2000,0:30:00,,VHS,,"100 Quilts - Nebraska/Kansas, tape 8",
8/22/2000,0:30:00,,VHS,,"100 Quilts - Ohio, part 3",
